0.9715756,-1.2700485,0.9132998,1.1688906,0.53991145,1.5016203,1.4780225,-1.2084883,0.25817588,-0.44542336,-0.81324756,-1.0379707,0.30693477,0.38637072,-1.3491015,-0.31764022,-0.7964354,-0.9408516,-0.19446275,-0.906546,-0.7235765,-0.60458004,-0.5444035,-2.1518772,-0.38250673,-1.2147154,-0.42684615,0.51809984,-0.099953994,-0.4409314,-1.6681055,-1.0808167
1.5841427,-1.2403389,0.1458898,1.3731211,1.6974941,0.08364095,1.352119,-0.4991421,-0.045732547,-0.14559725,-1.4289541,-0.5193108,-0.40683365,0.89935315,-0.8753633,-0.720513,-1.8089525,-1.2295824,-0.011255227,-0.7166579,-1.5345054,-0.29211438,0.52452356,-1.5130615,-0.7850401,-0.9244939,-1.1068956,-0.18421505,-1.8478395,-0.8688701,-0.72075367,0.14142764
0.8685632,-1.2689626,1.0497689,0.9906874,0.27139166,1.5015404,1.384003,-1.2399023,0.25989917,-0.4917315,-0.65812695,-0.9675204,0.26581663,0.21778014,-1.2533822,-0.29824194,-0.7862675,-0.8360413,-0.35741845,-0.67532194,-0.7846896,-0.7444554,-0.7636035,-2.076752,-0.43713963,-1.3771218,-0.39192927,0.7366442,0.10192633,-0.48763752,-1.496081,-1.2003424
1.6290202,-1.1934646,0.12160662,1.3972403,1.6891198,0.077368155,1.2919966,-0.36649394,-0.038727734,-0.037006207,-1.3635671,-0.51080567,-0.44415653,0.9060408,-0.7359368,-0.64625645,-1.8114119,-1.0919505,0.07843683,-0.92791116,-1.5063683,-0.31636247,0.464217,-1.4518663,-0.7808049,-0.8336693,-1.2099243,-0.26704648,-1.8932111,-1.0242388,-0.515576,0.1428408
1.6178186,-1.2463714,0.26552725,1.2955824,1.6000732,0.2728427,1.4396491,-0.54745096,0.020516936,0.008214943,-1.4187022,-0.66662866,-0.3855759,0.7606585,-1.0415096,-0.7442414,-1.7998805,-1.1717658,0.0063189045,-0.883484,-1.5495209,-0.22925599,0.49390942,-1.4769875,-0.722747,-1.1124676,-1.134252,-0.09331393,-1.7297711,-0.9228073,-0.74853355,-0.08639813
0.98151946,-1.1018044,0.85456336,0.910419,0.24535201,1.434546,1.3309522,-1.2634395,0.070903435,-0.5755686,-0.810605,-0.9131329,0.48263854,-0.028757572,-1.1711974,-0.27099717,-0.5301573,-0.62351054,-0.4050854,-0.44750962,-0.8653359,-0.80732745,-0.74763095,-2.0865374,-0.31568226,-1.2281277,-0.22927888,0.6609588,0.2223952,-0.64705354,-1.5870627,-1.1256107
1.584699,-1.2046716,0.14656734,1.3917965,1.8522651,0.19996837,1.3607537,-0.53348064,-0.0961822,-0.105514996,-1.4783669,-0.58546394,-0.40943718,0.9375088,-0.84530306,-0.69670606,-1.7878988,-1.0402154,0.09666894,-0.9695604,-1.4488828,-0.20885967,0.58410496,-1.457761,-0.7575342,-0.85185057,-1.1805404,-0.17872468,-1.811999,-1.0233091,-0.64113885,0.11663583
1.6921071,-1.2083719,0.28246042,1.2677106,1.7300662,0.1660167,1.3436508,-0.55932856,-0.06671475,-0.09054994,-1.4105825,-0.54884034,-0.38438118,0.8704418,-0.9934012,-0.69793874,-1.7703031,-1.1096042,-0.0192587,-0.8442414,-1.5449218,-0.29859033,0.5029188,-1.5056149,-0.73510236,-0.87396544,-1.2563993,-0.1314793,-1.8332419,-1.0461824,-0.60723716,0.14280525
1.6143025,-1.1918336,0.15161206,1.2658349,1.7410638,0.12823334,1.2890664,-0.51328623,-0.098599985,-0.10451097,-1.4310373,-0.555143,-0.48967075,0.97618663,-0.92010486,-0.64835787,-1.7603642,-1.097312,0.060437597,-0.8702661,-1.5465208,-0.18273021,0.5815633,-1.4907993,-0.8002999,-0.8178945,-1.265257,-0.23045678,-1.8639343,-0.93877345,-0.65662277,0.16296896
1.5835414,-1.1702989,0.3255243,1.3426734,1.5743183,0.20343313,1.3394535,-0.4877659,-0.09519845,-0.010052502,-1.4299972,-0.5763799,-0.37779057,0.7975795,-0.9125357,-0.606323,-1.852194,-1.1210108,0.054945163,-0.8419124,-1.5088055,-0.22594982,0.39950877,-1.4382457,-0.78433025,-0.94567025,-1.2503861,-0.18970944,-1.8345568,-0.9830821,-0.536446,0.123419255
